time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.39434,780.00000,710.68713,0.50146,0.45357,14.20053
0.39534,780.00000,710.68713,0.50159,0.45357,14.19702
0.39634,780.00000,710.68713,0.50171,0.45357,14.19349
0.39734,780.00000,716.35906,0.50184,0.45357,14.18995
0.39834,780.00000,716.35906,0.50196,0.45357,14.18639
0.39934,780.00000,718.65319,0.50209,0.45357,14.18281
0.40034,780.00000,716.35906,0.50222,0.45357,14.17923
0.40134,780.00000,716.35906,0.50234,0.45357,14.17563
0.40234,780.00000,716.93121,0.50247,0.45357,14.17201
0.40334,780.00000,716.93121,0.50260,0.45357,14.16838
0.40434,780.00000,716.93121,0.50273,0.45357,14.16473
0.40534,780.00000,716.93121,0.50286,0.45357,14.16108
0.40634,780.00000,716.93121,0.50299,0.45357,14.15741
0.40734,780.00000,716.93121,0.50312,0.45357,14.15372
0.40834,780.00000,716.93121,0.50325,0.45357,14.15003
0.40934,780.00000,716.93121,0.50338,0.45357,14.14633
0.41034,780.00000,716.93121,0.50352,0.45357,14.14262
0.41134,780.00000,716.93121,0.50365,0.45357,14.13890
0.41234,780.00000,716.93121,0.50378,0.45357,14.13516
0.41334,780.00000,716.93121,0.50392,0.45357,14.13142
0.41434,780.00000,716.93121,0.50405,0.45357,14.12767
0.41534,780.00000,718.07830,0.50418,0.45357,14.12391
0.41634,780.00000,719.22906,0.50432,0.45357,14.12014
0.41734,780.00000,719.22906,0.50445,0.45357,14.11636
0.41834,780.00000,722.70361,0.50459,0.45357,14.11257
0.41934,780.00000,722.70361,0.50472,0.45357,14.10878
0.42034,780.00000,723.28601,0.50486,0.45357,14.10497
0.42134,780.00000,723.28601,0.50500,0.45357,14.10116
0.42234,780.00000,723.28601,0.50513,0.45357,14.09734
0.42334,780.00000,720.96215,0.50527,0.45357,14.09352
0.42434,780.00000,723.28601,0.50541,0.45357,14.08969
0.42534,780.00000,720.96215,0.50555,0.45357,14.08586
0.42634,780.00000,723.28601,0.50568,0.45357,14.08203
0.42734,780.00000,723.28601,0.50582,0.45357,14.07818
0.42834,780.00000,723.28601,0.50596,0.45357,14.07433
0.42934,780.00000,723.28601,0.50610,0.45357,14.07048
0.43034,780.00000,721.54168,0.50624,0.45357,14.06662
0.43134,780.00000,723.28601,0.50638,0.45357,14.06276
0.43234,780.00000,723.28601,0.50651,0.45357,14.05890
0.43334,780.00000,721.54168,0.50665,0.45357,14.05503
0.43434,780.00000,723.28601,0.50679,0.45357,14.05115
0.43534,780.00000,727.38891,0.50693,0.45357,14.04728
0.43634,780.00000,727.38891,0.50707,0.45357,14.04340
0.43734,780.00000,727.38891,0.50721,0.45357,14.03952
0.43834,780.00000,727.38891,0.50735,0.45357,14.03564
0.43934,780.00000,730.94287,0.50749,0.45357,14.03175
0.44034,780.00000,732.13531,0.50764,0.45357,14.02787
0.44134,780.00000,732.13531,0.50778,0.45357,14.02398
0.44234,780.00000,734.53186,0.50792,0.45357,14.02010
0.44334,780.00000,734.53186,0.50806,0.45357,14.01622
0.44434,780.00000,732.13531,0.50820,0.45357,14.01233
0.44534,780.00000,732.13531,0.50834,0.45357,14.00845
0.44634,780.00000,734.53186,0.50848,0.45357,14.00456
0.44734,780.00000,732.13531,0.50862,0.45357,14.00068
0.44834,780.00000,732.13531,0.50876,0.45357,13.99680
0.44934,780.00000,732.13531,0.50890,0.45357,13.99293
0.45034,780.00000,732.13531,0.50904,0.45357,13.98905
0.45136,780.00000,732.13531,0.50918,0.45357,13.98518
0.45238,780.00000,734.53186,0.50933,0.45357,13.98131
0.45334,780.00000,734.53186,0.50947,0.45357,13.97745
0.45434,780.00000,734.53186,0.50961,0.45357,13.97358
0.45534,780.00000,738.15612,0.50975,0.45357,13.96973
0.45634,780.00000,738.15612,0.50989,0.45357,13.96588
